college_id,college_name,college_state,college_city,college_type,stream_offered,last_year_cutoff,affiliation,facilities,scholarships_available,admission_status,contact_email,contact_phone,website
COLL0236,Delhi Institute of Commerce Education & Research,Delhi,City_15,Government,Commerce,63.6,UGC,"Labs, Sports",Minority,Closed,info@coll0236.edu.in,+91-9284269635,www.coll0236.ac.in
COLL0237,West Institute of Science Education & Research,West Bengal,City_6,Government Aided,Science (PCM),80.3,AICTE,"Labs, Sports",,Open,info@coll0237.edu.in,+91-8320671501,www.coll0237.ac.in
COLL0238,Maharashtra Institute of Commerce Studies,Maharashtra,City_24,Government,Commerce,70.8,NAAC Accredited,"Hostel, Library, Labs",SC/ST,Closed,info@coll0238.edu.in,+91-1977306255,www.coll0238.ac.in
COLL0239,Gujarat Institute of Science Education & Research,Gujarat,City_19,Government Aided,Science (PCM),71.7,AICTE,"Digital Classrooms, Labs",Merit-based,Open,info@coll0239.edu.in,+91-7531533201,www.coll0239.ac.in
COLL0240,Jammu Institute of Vocational Education & Research,Jammu & Kashmir,City_22,Government,Vocational,61.7,State Board,"Cultural Center, Sports",,Closed,info@coll0240.edu.in,+91-1034348147,www.coll0240.ac.in
COLL0241,Telangana Institute of Science Education & Research,Telangana,City_32,Government Aided,Science (PCB),64.2,NAAC Accredited,"Library, WiFi, Hostel",,Upcoming,info@coll0241.edu.in,+91-6839915201,www.coll0241.ac.in
COLL0242,Telangana Institute of Science Education & Research,Telangana,City_23,Central University,Science (PCM),64.6,AICTE,"Digital Classrooms, Labs",Merit-based,Upcoming,info@coll0242.edu.in,+91-5164496729,www.coll0242.ac.in
COLL0243,Kerala Institute of Commerce Education & Research,Kerala,City_15,Government Aided,Commerce,66.5,AICTE,"Library, WiFi, Hostel",Need-based,Closed,info@coll0243.edu.in,+91-2928660649,www.coll0243.ac.in
COLL0244,Chhattisgarh Institute of Science Education & Research,Chhattisgarh,City_16,Government Aided,Science (PCB),76.9,UGC,"Cultural Center, Sports",Merit-based,Upcoming,info@coll0244.edu.in,+91-6487050960,www.coll0244.ac.in
COLL0245,Kerala Institute for Advanced Science Studies,Kerala,City_4,Government,Science (PCB),68.3,State Board,"Labs, Sports",Minority,Upcoming,info@coll0245.edu.in,+91-3284125361,www.coll0245.ac.in
COLL0246,Rajasthan Institute of Science Education & Research,Rajasthan,City_35,Government Aided,Science (PCM),84.5,UGC,"Digital Classrooms, Labs",,Closed,info@coll0246.edu.in,+91-4391400522,www.coll0246.ac.in
COLL0247,Maharashtra Institute of Humanities Education & Research,Maharashtra,City_42,Government,Humanities,65.6,UGC,"Hostel, Library, Labs",,Upcoming,info@coll0247.edu.in,+91-5501590841,www.coll0247.ac.in
COLL0248,West Institute of Humanities Education & Research,West Bengal,City_18,Government,Humanities,53.2,UGC,"Cultural Center, Sports",Merit-based,Closed,info@coll0248.edu.in,+91-1890341786,www.coll0248.ac.in
COLL0249,Delhi Institute of Science Education & Research,Delhi,City_30,Government,Science (PCB),67.5,AICTE,"Labs, Sports",Need-based,Upcoming,info@coll0249.edu.in,+91-1862504098,www.coll0249.ac.in
COLL0250,Bihar Institute of Science Education & Research,Bihar,City_30,Government,Science (PCB),71.3,Autonomous,"Library, WiFi, Hostel",,Closed,info@coll0250.edu.in,+91-7244483868,www.coll0250.ac.in
COLL0251,Karnataka Institute of Vocational Education & Research,Karnataka,City_15,Government,Vocational,49.4,UGC,"Hostel, Library, Labs",Merit-based,Upcoming,info@coll0251.edu.in,+91-1560701376,www.coll0251.ac.in
COLL0252,Telangana Institute for Advanced Humanities Studies,Telangana,City_12,Government,Humanities,69.7,State Board,"Digital Classrooms, Labs",Need-based,Upcoming,info@coll0252.edu.in,+91-9861717498,www.coll0252.ac.in
COLL0253,Chhattisgarh Institute of Science Education & Research,Chhattisgarh,City_41,Central University,Science (PCB),55.2,AICTE,"Library, WiFi, Hostel",Merit-based,Upcoming,info@coll0253.edu.in,+91-1150360297,www.coll0253.ac.in
COLL0254,Punjab Institute of Science Education & Research,Punjab,City_7,Government,Science (PCM),72.8,UGC,"Hostel, Library, Labs",Minority,Closed,info@coll0254.edu.in,+91-1357073261,www.coll0254.ac.in
COLL0255,West Institute for Advanced Vocational Studies,West Bengal,City_9,Government,Vocational,75.9,State Board,"Library, WiFi, Hostel",SC/ST,Closed,info@coll0255.edu.in,+91-2789520418,www.coll0255.ac.in
COLL0256,Haryana Institute of Science Education & Research,Haryana,City_35,Government,Science (PCB),69.2,UGC,"Labs, Sports",Need-based,Upcoming,info@coll0256.edu.in,+91-2411918601,www.coll0256.ac.in
COLL0257,Andhra Institute of Science Education & Research,Andhra Pradesh,City_29,Government,Science (PCB),74.0,NAAC Accredited,"Library, WiFi, Hostel",Need-based,Open,info@coll0257.edu.in,+91-3045667666,www.coll0257.ac.in
COLL0258,Delhi Institute of Science Education & Research,Delhi,City_49,Government Aided,Science (PCB),77.6,State Board,"Labs, Sports",Merit-based,Upcoming,info@coll0258.edu.in,+91-9826992735,www.coll0258.ac.in
COLL0259,Jharkhand Institute of Science Education & Research,Jharkhand,City_40,Government,Science (PCB),80.9,AICTE,"Hostel, Library, Labs",SC/ST,Upcoming,info@coll0259.edu.in,+91-6634427081,www.coll0259.ac.in
COLL0260,Rajasthan Institute of Vocational Education & Research,Rajasthan,City_7,Government,Vocational,85.8,NAAC Accredited,"Digital Classrooms, Labs",,Upcoming,info@coll0260.edu.in,+91-1275291042,www.coll0260.ac.in
COLL0261,Kerala Institute of Humanities Education & Research,Kerala,City_32,Government,Humanities,64.5,Autonomous,"Hostel, Library, Labs",Need-based,Open,info@coll0261.edu.in,+91-2701245810,www.coll0261.ac.in
COLL0262,Maharashtra Institute of Humanities Education & Research,Maharashtra,City_15,Government,Humanities,68.3,UGC,"Digital Classrooms, Labs",Minority,Open,info@coll0262.edu.in,+91-8220527020,www.coll0262.ac.in
COLL0263,Uttar Institute for Advanced Vocational Studies,Uttar Pradesh,City_10,Government Aided,Vocational,70.3,UGC,"Library, WiFi, Hostel",SC/ST,Closed,info@coll0263.edu.in,+91-3836262635,www.coll0263.ac.in
COLL0264,Karnataka Institute for Advanced Commerce Studies,Karnataka,City_32,Government Aided,Commerce,85.6,Autonomous,"Cultural Center, Sports",Need-based,Open,info@coll0264.edu.in,+91-2926622502,www.coll0264.ac.in
COLL0265,Maharashtra Institute of Science Education & Research,Maharashtra,City_20,Government,Science (PCB),67.1,State Board,"Cultural Center, Sports",Merit-based,Open,info@coll0265.edu.in,+91-9508000992,www.coll0265.ac.in
COLL0266,Tamil Institute of Science Education & Research,Tamil Nadu,City_49,Government,Science (PCB),68.6,AICTE,"Library, WiFi, Hostel",SC/ST,Open,info@coll0266.edu.in,+91-1121577031,www.coll0266.ac.in
COLL0267,Jharkhand Institute of Science Education & Research,Jharkhand,City_46,Government,Science (PCB),48.3,NAAC Accredited,"Cultural Center, Sports",Need-based,Closed,info@coll0267.edu.in,+91-5047587637,www.coll0267.ac.in
COLL0268,Jammu Institute of Science Education & Research,Jammu & Kashmir,City_5,Government,Science (PCM),72.9,Autonomous,"Hostel, Library, Labs",Minority,Open,info@coll0268.edu.in,+91-8998775691,www.coll0268.ac.in
COLL0269,Bihar Institute for Advanced Humanities Studies,Bihar,City_23,Government,Humanities,81.2,Autonomous,"Cultural Center, Sports",,Open,info@coll0269.edu.in,+91-2790416177,www.coll0269.ac.in
COLL0270,Uttar Institute of Science Education & Research,Uttar Pradesh,City_19,Government Aided,Science (PCB),74.1,NAAC Accredited,"Hostel, Library, Labs",Merit-based,Closed,info@coll0270.edu.in,+91-5443128003,www.coll0270.ac.in
COLL0271,Assam Institute of Science Education & Research,Assam,City_50,Government,Science (PCB),61.8,State Board,"Hostel, Library, Labs",Minority,Open,info@coll0271.edu.in,+91-3276576259,www.coll0271.ac.in
COLL0272,Madhya Institute of Science Education & Research,Madhya Pradesh,City_4,Government,Science (PCB),82.8,AICTE,"Labs, Sports",SC/ST,Closed,info@coll0272.edu.in,+91-9857679809,www.coll0272.ac.in
COLL0273,Telangana Institute of Humanities Education & Research,Telangana,City_45,Government Aided,Humanities,74.0,Autonomous,"Hostel, Library, Labs",,Upcoming,info@coll0273.edu.in,+91-6832355634,www.coll0273.ac.in
COLL0274,Kerala Institute of Vocational Education & Research,Kerala,City_32,Central University,Vocational,58.4,UGC,"Digital Classrooms, Labs",Minority,Upcoming,info@coll0274.edu.in,+91-7050552704,www.coll0274.ac.in
COLL0275,Jammu Institute of Science Education & Research,Jammu & Kashmir,City_14,Government Aided,Science (PCB),73.2,State Board,"Digital Classrooms, Labs",Need-based,Closed,info@coll0275.edu.in,+91-3302423706,www.coll0275.ac.in
COLL0276,Bihar Institute of Vocational Education & Research,Bihar,City_13,Government,Vocational,60.7,State Board,"Hostel, Library, Labs",SC/ST,Closed,info@coll0276.edu.in,+91-6485755175,www.coll0276.ac.in
COLL0277,Chhattisgarh Institute of Science Education & Research,Chhattisgarh,City_2,Government Aided,Science (PCB),64.9,State Board,"Hostel, Library, Labs",Merit-based,Upcoming,info@coll0277.edu.in,+91-5057140574,www.coll0277.ac.in
COLL0278,Karnataka Institute of Vocational Education & Research,Karnataka,City_40,Central University,Vocational,51.6,UGC,"Labs, Sports",Minority,Closed,info@coll0278.edu.in,+91-4478361558,www.coll0278.ac.in
COLL0279,Andhra Institute of Vocational Education & Research,Andhra Pradesh,City_19,Government,Vocational,61.1,State Board,"Digital Classrooms, Labs",Need-based,Open,info@coll0279.edu.in,+91-5262857221,www.coll0279.ac.in
COLL0280,Assam Institute of Commerce Education & Research,Assam,City_44,Government,Commerce,80.6,AICTE,"Labs, Sports",Merit-based,Open,info@coll0280.edu.in,+91-3688933083,www.coll0280.ac.in
COLL0281,Assam Institute of Humanities Education & Research,Assam,City_45,Government,Humanities,43.3,State Board,"Labs, Sports",,Closed,info@coll0281.edu.in,+91-8248975578,www.coll0281.ac.in
COLL0282,Punjab Institute of Humanities Education & Research,Punjab,City_35,Government,Humanities,66.7,UGC,"Library, WiFi, Hostel",Minority,Open,info@coll0282.edu.in,+91-8885716706,www.coll0282.ac.in
COLL0283,Jharkhand Institute of Humanities Education & Research,Jharkhand,City_12,Government,Humanities,88.6,UGC,"Cultural Center, Sports",Merit-based,Closed,info@coll0283.edu.in,+91-3807455136,www.coll0283.ac.in
COLL0284,Karnataka Institute of Humanities Studies,Karnataka,City_6,Government Aided,Humanities,60.5,Autonomous,"Cultural Center, Sports",Merit-based,Closed,info@coll0284.edu.in,+91-3330777762,www.coll0284.ac.in
COLL0285,Jammu Institute for Advanced Commerce Studies,Jammu & Kashmir,City_19,Government,Commerce,63.1,AICTE,"Hostel, Library, Labs",SC/ST,Closed,info@coll0285.edu.in,+91-4736349934,www.coll0285.ac.in
COLL0286,Bihar Institute of Science Education & Research,Bihar,City_27,Government Aided,Science (PCM),95.0,AICTE,"Labs, Sports",Minority,Closed,info@coll0286.edu.in,+91-2914082930,www.coll0286.ac.in
COLL0287,Delhi Institute of Humanities Education & Research,Delhi,City_20,Government,Humanities,70.5,AICTE,"Digital Classrooms, Labs",Merit-based,Closed,info@coll0287.edu.in,+91-4047108578,www.coll0287.ac.in
COLL0288,Maharashtra Institute of Vocational Education & Research,Maharashtra,City_25,Central University,Vocational,80.2,UGC,"Hostel, Library, Labs",SC/ST,Open,info@coll0288.edu.in,+91-8559838306,www.coll0288.ac.in
COLL0289,Odisha Institute of Commerce Studies,Odisha,City_43,Government,Commerce,85.9,State Board,"Hostel, Library, Labs",Merit-based,Upcoming,info@coll0289.edu.in,+91-5690148722,www.coll0289.ac.in
COLL0290,Chhattisgarh Institute for Advanced Humanities Studies,Chhattisgarh,City_18,Government,Humanities,67.6,AICTE,"Digital Classrooms, Labs",Need-based,Open,info@coll0290.edu.in,+91-3626102023,www.coll0290.ac.in
COLL0291,Jharkhand Institute of Vocational Education & Research,Jharkhand,City_2,Government,Vocational,73.7,UGC,"Library, WiFi, Hostel",,Open,info@coll0291.edu.in,+91-1607628834,www.coll0291.ac.in
COLL0292,Chhattisgarh Institute for Advanced Vocational Studies,Chhattisgarh,City_4,Government,Vocational,73.7,State Board,"Library, WiFi, Hostel",Merit-based,Upcoming,info@coll0292.edu.in,+91-7376100512,www.coll0292.ac.in
COLL0293,Rajasthan Institute of Science Education & Research,Rajasthan,City_9,Government,Science (PCB),86.2,AICTE,"Library, WiFi, Hostel",SC/ST,Upcoming,info@coll0293.edu.in,+91-1379419121,www.coll0293.ac.in
COLL0294,Kerala Institute of Science Education & Research,Kerala,City_50,Government Aided,Science (PCM),74.1,Autonomous,"Library, WiFi, Hostel",Minority,Closed,info@coll0294.edu.in,+91-1826280430,www.coll0294.ac.in
COLL0295,Maharashtra Institute of Vocational Education & Research,Maharashtra,City_37,Government Aided,Vocational,69.9,State Board,"Labs, Sports",,Closed,info@coll0295.edu.in,+91-4443808812,www.coll0295.ac.in
COLL0296,Rajasthan Institute of Vocational Education & Research,Rajasthan,City_40,Government,Vocational,61.4,Autonomous,"Library, WiFi, Hostel",SC/ST,Open,info@coll0296.edu.in,+91-8567666211,www.coll0296.ac.in
COLL0297,Kerala Institute of Humanities Education & Research,Kerala,City_5,Government Aided,Humanities,55.8,UGC,"Labs, Sports",Minority,Closed,info@coll0297.edu.in,+91-3451988478,www.coll0297.ac.in
COLL0298,Karnataka Institute of Science Education & Research,Karnataka,City_39,Government,Science (PCB),83.1,AICTE,"Cultural Center, Sports",SC/ST,Upcoming,info@coll0298.edu.in,+91-2234215380,www.coll0298.ac.in
COLL0299,Delhi Institute of Science Education & Research,Delhi,City_47,Government Aided,Science (PCB),60.4,State Board,"Hostel, Library, Labs",SC/ST,Closed,info@coll0299.edu.in,+91-5735557262,www.coll0299.ac.in
COLL0300,Delhi Institute of Humanities Education & Research,Delhi,City_5,Government,Humanities,90.4,Autonomous,"Digital Classrooms, Labs",Minority,Upcoming,info@coll0300.edu.in,+91-5093843039,www.coll0300.ac.in
COLL0301,Kerala Institute of Science Education & Research,Kerala,City_50,Government,Science (PCB),65.8,UGC,"Cultural Center, Sports",Need-based,Closed,info@coll0301.edu.in,+91-6688269764,www.coll0301.ac.in
COLL0302,Maharashtra Institute of Science Education & Research,Maharashtra,City_27,Government,Science (PCM),75.8,NAAC Accredited,"Digital Classrooms, Labs",Merit-based,Closed,info@coll0302.edu.in,+91-1529735389,www.coll0302.ac.in
COLL0303,Assam Institute of Science Education & Research,Assam,City_22,Government Aided,Science (PCB),74.3,AICTE,"Library, WiFi, Hostel",Need-based,Closed,info@coll0303.edu.in,+91-4490489911,www.coll0303.ac.in
COLL0304,Maharashtra Institute of Humanities Education & Research,Maharashtra,City_45,Government Aided,Humanities,65.3,NAAC Accredited,"Library, WiFi, Hostel",Merit-based,Upcoming,info@coll0304.edu.in,+91-7794189188,www.coll0304.ac.in
COLL0305,Uttar Institute of Science Education & Research,Uttar Pradesh,City_14,Government,Science (PCB),67.7,Autonomous,"Hostel, Library, Labs",SC/ST,Upcoming,info@coll0305.edu.in,+91-4831023261,www.coll0305.ac.in
COLL0306,Odisha Institute of Humanities Education & Research,Odisha,City_4,Government Aided,Humanities,69.7,UGC,"Cultural Center, Sports",SC/ST,Closed,info@coll0306.edu.in,+91-5492012268,www.coll0306.ac.in
COLL0307,Gujarat Institute of Science Education & Research,Gujarat,City_25,Government,Science (PCB),58.3,NAAC Accredited,"Labs, Sports",Need-based,Upcoming,info@coll0307.edu.in,+91-5472201855,www.coll0307.ac.in
COLL0308,Andhra Institute of Commerce Education & Research,Andhra Pradesh,City_14,Government,Commerce,61.4,UGC,"Library, WiFi, Hostel",,Open,info@coll0308.edu.in,+91-1427382953,www.coll0308.ac.in
COLL0309,Uttar Institute of Humanities Education & Research,Uttar Pradesh,City_17,Government,Humanities,66.3,NAAC Accredited,"Digital Classrooms, Labs",SC/ST,Open,info@coll0309.edu.in,+91-6895278692,www.coll0309.ac.in
COLL0310,Kerala Institute of Science Education & Research,Kerala,City_15,Government,Science (PCB),69.3,State Board,"Digital Classrooms, Labs",SC/ST,Upcoming,info@coll0310.edu.in,+91-3784946103,www.coll0310.ac.in
COLL0311,Uttar Institute of Science Education & Research,Uttar Pradesh,City_35,Government,Science (PCM),72.5,State Board,"Cultural Center, Sports",Merit-based,Open,info@coll0311.edu.in,+91-8798438937,www.coll0311.ac.in
COLL0312,West Institute of Vocational Education & Research,West Bengal,City_41,Government Aided,Vocational,66.1,Autonomous,"Hostel, Library, Labs",SC/ST,Open,info@coll0312.edu.in,+91-2491369241,www.coll0312.ac.in
COLL0313,Punjab Institute for Advanced Vocational Studies,Punjab,City_16,Government,Vocational,63.5,UGC,"Hostel, Library, Labs",Merit-based,Closed,info@coll0313.edu.in,+91-7086596666,www.coll0313.ac.in
COLL0314,Kerala Institute of Vocational Education & Research,Kerala,City_2,Central University,Vocational,71.4,NAAC Accredited,"Labs, Sports",Need-based,Closed,info@coll0314.edu.in,+91-4848979802,www.coll0314.ac.in
COLL0315,Jharkhand Institute of Science Education & Research,Jharkhand,City_43,Government,Science (PCM),79.3,NAAC Accredited,"Hostel, Library, Labs",SC/ST,Upcoming,info@coll0315.edu.in,+91-5734215403,www.coll0315.ac.in
COLL0316,Karnataka Institute of Science Education & Research,Karnataka,City_19,Government Aided,Science (PCM),72.4,State Board,"Digital Classrooms, Labs",,Closed,info@coll0316.edu.in,+91-3563956376,www.coll0316.ac.in
COLL0317,Haryana Institute of Commerce Education & Research,Haryana,City_50,Government,Commerce,57.8,UGC,"Digital Classrooms, Labs",SC/ST,Upcoming,info@coll0317.edu.in,+91-1082735927,www.coll0317.ac.in
COLL0318,Jammu Institute of Science Education & Research,Jammu & Kashmir,City_32,Government,Science (PCM),72.3,State Board,"Hostel, Library, Labs",Minority,Closed,info@coll0318.edu.in,+91-2154549018,www.coll0318.ac.in
COLL0319,Rajasthan Institute for Advanced Humanities Studies,Rajasthan,City_45,Government,Humanities,80.5,AICTE,"Library, WiFi, Hostel",Minority,Closed,info@coll0319.edu.in,+91-2692245137,www.coll0319.ac.in
COLL0320,Gujarat Institute of Humanities Education & Research,Gujarat,City_25,Government,Humanities,68.8,UGC,"Library, WiFi, Hostel",Merit-based,Open,info@coll0320.edu.in,+91-1424101242,www.coll0320.ac.in
COLL0321,Tamil Institute of Science Education & Research,Tamil Nadu,City_21,Government,Science (PCB),68.1,State Board,"Cultural Center, Sports",SC/ST,Upcoming,info@coll0321.edu.in,+91-8279885642,www.coll0321.ac.in
COLL0322,Jharkhand Institute of Humanities Education & Research,Jharkhand,City_34,Government,Humanities,89.1,State Board,"Digital Classrooms, Labs",Need-based,Upcoming,info@coll0322.edu.in,+91-9019200779,www.coll0322.ac.in
COLL0323,Kerala Institute of Science Education & Research,Kerala,City_50,Government,Science (PCB),70.3,UGC,"Labs, Sports",Minority,Open,info@coll0323.edu.in,+91-9564405594,www.coll0323.ac.in
COLL0324,Rajasthan Institute of Commerce Studies,Rajasthan,City_5,Government Aided,Commerce,71.9,NAAC Accredited,"Hostel, Library, Labs",Merit-based,Open,info@coll0324.edu.in,+91-8824615701,www.coll0324.ac.in
COLL0325,Gujarat Institute of Vocational Education & Research,Gujarat,City_1,Government,Vocational,74.2,Autonomous,"Labs, Sports",Need-based,Open,info@coll0325.edu.in,+91-1267625842,www.coll0325.ac.in
COLL0326,Gujarat Institute of Science Education & Research,Gujarat,City_29,Government,Science (PCB),70.8,State Board,"Digital Classrooms, Labs",Merit-based,Open,info@coll0326.edu.in,+91-9769721474,www.coll0326.ac.in
COLL0327,Madhya Institute of Commerce Education & Research,Madhya Pradesh,City_15,Government,Commerce,84.1,AICTE,"Cultural Center, Sports",Need-based,Open,info@coll0327.edu.in,+91-9999001047,www.coll0327.ac.in
COLL0328,Bihar Institute of Vocational Education & Research,Bihar,City_6,Government,Vocational,69.7,Autonomous,"Library, WiFi, Hostel",Need-based,Upcoming,info@coll0328.edu.in,+91-1522208173,www.coll0328.ac.in
COLL0329,Gujarat Institute for Advanced Commerce Studies,Gujarat,City_45,Central University,Commerce,80.7,NAAC Accredited,"Digital Classrooms, Labs",Minority,Upcoming,info@coll0329.edu.in,+91-7619601560,www.coll0329.ac.in
COLL0330,Karnataka Institute for Advanced Humanities Studies,Karnataka,City_16,Government,Humanities,95.0,Autonomous,"Cultural Center, Sports",Need-based,Open,info@coll0330.edu.in,+91-5986550049,www.coll0330.ac.in
COLL0331,Chhattisgarh Institute of Humanities Education & Research,Chhattisgarh,City_45,Government Aided,Humanities,66.0,State Board,"Hostel, Library, Labs",SC/ST,Open,info@coll0331.edu.in,+91-6568712056,www.coll0331.ac.in
COLL0332,Madhya Institute of Science Education & Research,Madhya Pradesh,City_26,Central University,Science (PCB),95.0,State Board,"Hostel, Library, Labs",Minority,Open,info@coll0332.edu.in,+91-1018557280,www.coll0332.ac.in
COLL0333,Gujarat Institute of Humanities Education & Research,Gujarat,City_4,Government,Humanities,55.5,State Board,"Cultural Center, Sports",Need-based,Closed,info@coll0333.edu.in,+91-6015346924,www.coll0333.ac.in
COLL0334,Gujarat Institute of Science Education & Research,Gujarat,City_20,Government,Science (PCB),81.5,State Board,"Labs, Sports",SC/ST,Open,info@coll0334.edu.in,+91-7262697684,www.coll0334.ac.in
COLL0335,Punjab Institute of Vocational Education & Research,Punjab,City_33,Government,Vocational,64.4,State Board,"Digital Classrooms, Labs",,Upcoming,info@coll0335.edu.in,+91-4273534344,www.coll0335.ac.in
COLL0336,Punjab Institute of Humanities Education & Research,Punjab,City_12,Government,Humanities,46.2,NAAC Accredited,"Digital Classrooms, Labs",Minority,Upcoming,info@coll0336.edu.in,+91-4726943500,www.coll0336.ac.in
COLL0337,Telangana Institute of Science Education & Research,Telangana,City_46,Government,Science (PCB),75.5,AICTE,"Labs, Sports",Minority,Upcoming,info@coll0337.edu.in,+91-7001853196,www.coll0337.ac.in
COLL0338,Uttar Institute of Science Education & Research,Uttar Pradesh,City_15,Government Aided,Science (PCM),78.8,Autonomous,"Digital Classrooms, Labs",Merit-based,Closed,info@coll0338.edu.in,+91-6703266931,www.coll0338.ac.in
COLL0339,Delhi Institute of Science Education & Research,Delhi,City_11,Government,Science (PCM),75.1,AICTE,"Library, WiFi, Hostel",Merit-based,Closed,info@coll0339.edu.in,+91-9063406602,www.coll0339.ac.in
COLL0340,Andhra Institute of Commerce Education & Research,Andhra Pradesh,City_5,Government Aided,Commerce,57.4,Autonomous,"Cultural Center, Sports",Minority,Closed,info@coll0340.edu.in,+91-9172815276,www.coll0340.ac.in
COLL0341,Telangana Institute of Science Education & Research,Telangana,City_45,Central University,Science (PCB),55.3,Autonomous,"Digital Classrooms, Labs",SC/ST,Upcoming,info@coll0341.edu.in,+91-6443489879,www.coll0341.ac.in
COLL0342,Delhi Institute of Humanities Education & Research,Delhi,City_28,Government,Humanities,79.2,UGC,"Labs, Sports",Need-based,Closed,info@coll0342.edu.in,+91-7821732059,www.coll0342.ac.in
COLL0343,Telangana Institute of Science Education & Research,Telangana,City_23,Government Aided,Science (PCB),65.9,UGC,"Library, WiFi, Hostel",Need-based,Upcoming,info@coll0343.edu.in,+91-9389034650,www.coll0343.ac.in
COLL0344,Punjab Institute of Vocational Education & Research,Punjab,City_19,Government,Vocational,75.0,Autonomous,"Cultural Center, Sports",Minority,Closed,info@coll0344.edu.in,+91-7923875374,www.coll0344.ac.in
COLL0345,Rajasthan Institute of Science Education & Research,Rajasthan,City_33,Government Aided,Science (PCB),70.7,Autonomous,"Cultural Center, Sports",,Closed,info@coll0345.edu.in,+91-1282199274,www.coll0345.ac.in
COLL0346,Rajasthan Institute of Science Education & Research,Rajasthan,City_10,Government,Science (PCB),60.5,UGC,"Hostel, Library, Labs",Minority,Closed,info@coll0346.edu.in,+91-5459109092,www.coll0346.ac.in
COLL0347,Rajasthan Institute of Vocational Education & Research,Rajasthan,City_6,Government,Vocational,60.3,AICTE,"Library, WiFi, Hostel",Minority,Upcoming,info@coll0347.edu.in,+91-9483182241,www.coll0347.ac.in
COLL0348,Karnataka Institute of Commerce Education & Research,Karnataka,City_3,Government,Commerce,52.4,UGC,"Hostel, Library, Labs",Minority,Closed,info@coll0348.edu.in,+91-5963494342,www.coll0348.ac.in
COLL0349,Andhra Institute of Vocational Education & Research,Andhra Pradesh,City_16,Central University,Vocational,76.9,UGC,"Cultural Center, Sports",Need-based,Closed,info@coll0349.edu.in,+91-4198163038,www.coll0349.ac.in
COLL0350,Telangana Institute of Vocational Education & Research,Telangana,City_24,Government,Vocational,41.3,State Board,"Digital Classrooms, Labs",,Open,info@coll0350.edu.in,+91-5341257268,www.coll0350.ac.in
COLL0351,Punjab Institute for Advanced Commerce Studies,Punjab,City_26,Government Aided,Commerce,56.6,AICTE,"Digital Classrooms, Labs",Merit-based,Closed,info@coll0351.edu.in,+91-4082815058,www.coll0351.ac.in
COLL0352,Chhattisgarh Institute of Commerce Studies,Chhattisgarh,City_8,Government Aided,Commerce,44.4,UGC,"Hostel, Library, Labs",Merit-based,Upcoming,info@coll0352.edu.in,+91-9940263714,www.coll0352.ac.in
COLL0353,Punjab Institute of Science Education & Research,Punjab,City_27,Government Aided,Science (PCM),86.2,NAAC Accredited,"Hostel, Library, Labs",Need-based,Upcoming,info@coll0353.edu.in,+91-1482599723,www.coll0353.ac.in
COLL0354,Odisha Institute for Advanced Vocational Studies,Odisha,City_45,Government Aided,Vocational,63.5,UGC,"Library, WiFi, Hostel",Need-based,Upcoming,info@coll0354.edu.in,+91-1175747639,www.coll0354.ac.in
COLL0355,West Institute of Science Education & Research,West Bengal,City_26,Government,Science (PCM),70.7,State Board,"Digital Classrooms, Labs",Need-based,Closed,info@coll0355.edu.in,+91-7389685869,www.coll0355.ac.in
COLL0356,Bihar Institute of Vocational Education & Research,Bihar,City_32,Government,Vocational,65.3,Autonomous,"Cultural Center, Sports",Minority,Open,info@coll0356.edu.in,+91-5388011734,www.coll0356.ac.in
COLL0357,Gujarat Institute of Science Education & Research,Gujarat,City_29,Government Aided,Science (PCM),65.6,State Board,"Hostel, Library, Labs",,Open,info@coll0357.edu.in,+91-1606618560,www.coll0357.ac.in
COLL0358,Chhattisgarh Institute of Science Education & Research,Chhattisgarh,City_17,Government Aided,Science (PCM),50.2,Autonomous,"Labs, Sports",SC/ST,Closed,info@coll0358.edu.in,+91-4742036444,www.coll0358.ac.in
COLL0359,Punjab Institute of Science Education & Research,Punjab,City_25,Government Aided,Science (PCM),84.2,Autonomous,"Cultural Center, Sports",Merit-based,Open,info@coll0359.edu.in,+91-9115395767,www.coll0359.ac.in
COLL0360,Assam Institute of Vocational Studies,Assam,City_27,Government,Vocational,65.5,State Board,"Hostel, Library, Labs",Merit-based,Closed,info@coll0360.edu.in,+91-3374569115,www.coll0360.ac.in
COLL0361,Rajasthan Institute for Advanced Commerce Studies,Rajasthan,City_10,Government,Commerce,63.5,UGC,"Library, WiFi, Hostel",SC/ST,Open,info@coll0361.edu.in,+91-6184452689,www.coll0361.ac.in
COLL0362,Bihar Institute of Vocational Education & Research,Bihar,City_13,Government Aided,Vocational,59.1,Autonomous,"Hostel, Library, Labs",Minority,Upcoming,info@coll0362.edu.in,+91-4524728289,www.coll0362.ac.in
COLL0363,Assam Institute of Humanities Education & Research,Assam,City_4,Government Aided,Humanities,61.4,UGC,"Labs, Sports",SC/ST,Closed,info@coll0363.edu.in,+91-7023863203,www.coll0363.ac.in
COLL0364,Odisha Institute of Science Education & Research,Odisha,City_35,Government Aided,Science (PCB),76.8,AICTE,"Hostel, Library, Labs",,Closed,info@coll0364.edu.in,+91-2039772467,www.coll0364.ac.in
COLL0365,Delhi Institute of Science Education & Research,Delhi,City_20,Government,Science (PCB),59.1,AICTE,"Cultural Center, Sports",SC/ST,Upcoming,info@coll0365.edu.in,+91-5597156931,www.coll0365.ac.in
